Accident_ID,Date,Time,State,City,Latitude,Longitude,Vehicle_Type,Number_of_Vehicles_Involved,Weather_Condition,Road_Type,Road_Surface_Condition,Light_Condition,Speed_Limit,Driver_Age,Driver_Gender,Severity,Fatalities,Serious_Injuries,Minor_Injuries,Total_Casualties
ACC02810,2023-03-03,01:22:27,Uttar Pradesh,Uttar Pradesh City 5,28.150973,81.691259,Pedestrian,1,Rainy,Highway,Under Construction,Dark - Unlit,100,46,Female,Minor,0,0,1,1
ACC02811,2022-12-02,08:15:23,Karnataka,Karnataka City 2,13.93599,74.620704,Truck,4,Clear,Highway,Icy,Dark - Unlit,30,69,Female,Minor,0,0,1,1
ACC02812,2023-06-05,19:34:16,Karnataka,Karnataka City 5,13.936436,74.314598,Bus,2,Cloudy,Expressway,Dry,Dawn/Dusk,40,37,Female,Serious,0,2,2,4
ACC02813,2023-08-21,13:59:31,Haryana,Haryana City 4,28.642009,76.256324,Bicycle,3,Clear,Rural Road,Icy,Dark - Lit,100,59,Male,Minor,0,0,3,3
ACC02814,2023-12-09,23:01:02,Punjab,Punjab City 3,31.28118,74.666906,Auto-Rickshaw,4,Cloudy,Rural Road,Dry,Dawn/Dusk,50,46,Male,Minor,0,0,2,2
ACC02815,2024-05-19,02:19:01,West Bengal,West Bengal City 1,21.993495,88.726315,Truck,3,Clear,Highway,Wet,Dark - Lit,30,28,Male,Minor,0,0,1,1
ACC02816,2024-04-08,20:33:15,Madhya Pradesh,Madhya Pradesh City 1,24.027122,78.318561,Bicycle,2,Rainy,Rural Road,Dry,Dark - Lit,50,74,Female,Minor,0,0,3,3
ACC02817,2024-09-09,14:04:32,Telangana,Telangana City 1,19.466372,79.209794,Bicycle,1,Clear,Bridge/Flyover,Under Construction,Dark - Lit,100,38,Female,Minor,0,0,1,1
ACC02818,2024-07-10,10:28:42,Maharashtra,Maharashtra City 2,21.125662,75.999368,Auto-Rickshaw,2,Stormy,City Road,Muddy,Dawn/Dusk,50,45,Male,Serious,0,3,1,4
ACC02819,2023-02-17,01:02:38,Bihar,Bihar City 2,24.302506,84.923801,Bus,2,Hazy,Rural Road,Dry,Dawn/Dusk,100,36,Male,Serious,0,1,2,3
ACC02820,2022-08-27,20:18:35,Andhra Pradesh,Andhra Pradesh City 2,15.546024,80.384529,Bus,3,Clear,Expressway,Icy,Dawn/Dusk,30,71,Female,Minor,0,0,3,3
ACC02821,2024-04-30,15:04:05,Rajasthan,Rajasthan City 1,26.061695,72.928945,Two-Wheeler,1,Rainy,City Road,Under Construction,Dawn/Dusk,40,36,Female,Minor,0,0,3,3
ACC02822,2022-12-23,01:10:03,Uttar Pradesh,Uttar Pradesh City 2,28.262952,81.452284,Car,4,Clear,City Road,Under Construction,Daylight,30,54,Male,Fatal,2,0,1,3
ACC02823,2024-06-15,15:24:52,Madhya Pradesh,Madhya Pradesh City 2,22.770002,80.048941,Bus,3,Clear,Expressway,Under Construction,Daylight,30,30,Female,Minor,0,0,3,3
ACC02824,2024-07-15,22:21:53,Tamil Nadu,Tamil Nadu City 3,11.508645,79.255831,Car,1,Cloudy,Rural Road,Under Construction,Dawn/Dusk,30,19,Female,Serious,0,2,2,4
ACC02825,2023-08-25,00:58:46,Punjab,Punjab City 2,31.034587,74.755793,Car,2,Stormy,City Road,Under Construction,Daylight,60,28,Female,Minor,0,0,2,2
ACC02826,2024-03-20,13:07:30,Rajasthan,Rajasthan City 3,26.32444,73.711343,Car,4,Clear,Expressway,Dry,Daylight,80,38,Female,Minor,0,0,2,2
ACC02827,2023-05-20,17:49:34,Bihar,Bihar City 2,24.487298,84.162939,Bus,4,Clear,City Road,Dry,Dark - Unlit,100,69,Female,Minor,0,0,3,3
ACC02828,2023-11-17,12:57:43,Punjab,Punjab City 2,32.308057,74.467547,Bicycle,2,Clear,City Road,Icy,Dawn/Dusk,60,45,Female,Minor,0,0,3,3
ACC02829,2022-07-09,10:52:22,Punjab,Punjab City 1,30.782045,75.694601,Two-Wheeler,1,Foggy,City Road,Muddy,Dark - Unlit,30,18,Male,Serious,0,2,2,4
ACC02830,2023-11-17,12:29:53,Tamil Nadu,Tamil Nadu City 2,11.496179,77.400969,Pedestrian,3,Clear,Rural Road,Under Construction,Dark - Unlit,80,67,Female,Serious,0,3,0,3
ACC02831,2024-09-12,05:07:19,Uttar Pradesh,Uttar Pradesh City 5,27.192025,80.514175,Auto-Rickshaw,4,Clear,City Road,Muddy,Daylight,50,55,Female,Minor,0,0,2,2
ACC02832,2023-05-09,08:29:55,Tamil Nadu,Tamil Nadu City 3,10.039353,78.864915,Truck,3,Rainy,Rural Road,Icy,Daylight,50,19,Female,Fatal,2,1,0,3
ACC02833,2023-08-22,21:07:35,Haryana,Haryana City 2,29.746128,76.873635,Car,3,Clear,Rural Road,Dry,Daylight,50,30,Female,Minor,0,0,1,1
ACC02834,2024-12-13,18:49:31,West Bengal,West Bengal City 5,23.665413,88.03102,Pedestrian,2,Clear,Rural Road,Wet,Daylight,40,30,Male,Minor,0,0,3,3
ACC02835,2023-08-16,00:30:30,Punjab,Punjab City 3,30.326182,75.357432,Truck,2,Clear,City Road,Icy,Dawn/Dusk,100,56,Female,Minor,0,0,2,2
ACC02836,2024-05-20,03:27:00,Madhya Pradesh,Madhya Pradesh City 2,24.366532,77.701931,Two-Wheeler,2,Clear,Bridge/Flyover,Under Construction,Daylight,30,56,Male,Serious,0,3,0,3
ACC02837,2024-09-10,08:51:17,Tamil Nadu,Tamil Nadu City 3,10.224231,77.814276,Car,2,Cloudy,Bridge/Flyover,Dry,Dark - Unlit,30,67,Male,Minor,0,0,3,3
ACC02838,2023-05-28,08:19:54,Rajasthan,Rajasthan City 4,26.687182,74.974862,Auto-Rickshaw,3,Foggy,Expressway,Wet,Daylight,30,64,Female,Minor,0,0,3,3
ACC02839,2022-06-08,19:58:51,West Bengal,West Bengal City 1,22.516519,89.327949,Two-Wheeler,4,Rainy,Bridge/Flyover,Icy,Dark - Unlit,60,20,Female,Serious,0,3,0,3
ACC02840,2022-09-21,12:02:21,Bihar,Bihar City 4,24.716811,84.050686,Pedestrian,4,Rainy,Highway,Icy,Daylight,40,32,Female,Serious,0,1,1,2
ACC02841,2023-02-10,08:53:52,Andhra Pradesh,Andhra Pradesh City 1,15.548962,79.321195,Truck,4,Clear,Rural Road,Wet,Dark - Lit,30,37,Female,Fatal,1,1,0,2
ACC02842,2022-03-10,01:55:19,Uttar Pradesh,Uttar Pradesh City 2,26.732939,80.750225,Two-Wheeler,3,Foggy,City Road,Muddy,Dawn/Dusk,50,47,Female,Minor,0,0,2,2
ACC02843,2022-02-08,11:53:07,Andhra Pradesh,Andhra Pradesh City 2,16.839352,78.970486,Car,4,Clear,Rural Road,Dry,Daylight,50,69,Male,Minor,0,0,2,2
ACC02844,2022-02-25,14:41:55,Rajasthan,Rajasthan City 4,27.324686,74.979563,Two-Wheeler,2,Rainy,Highway,Under Construction,Daylight,50,32,Female,Serious,0,3,1,4
ACC02845,2022-10-18,00:41:42,Tamil Nadu,Tamil Nadu City 4,9.809015,77.668197,Bus,4,Clear,City Road,Wet,Dark - Lit,40,55,Male,Serious,0,2,0,2
ACC02846,2022-10-07,10:07:01,Maharashtra,Maharashtra City 1,20.03635,76.541459,Truck,3,Clear,City Road,Muddy,Dark - Lit,40,18,Male,Minor,0,0,1,1
ACC02847,2022-04-07,13:33:36,Rajasthan,Rajasthan City 2,27.345473,75.413322,Bicycle,3,Clear,Highway,Dry,Daylight,30,60,Male,Serious,0,1,1,2
ACC02848,2023-03-02,09:19:17,Madhya Pradesh,Madhya Pradesh City 3,22.982445,79.572701,Car,2,Foggy,City Road,Muddy,Daylight,40,50,Male,Minor,0,0,2,2
ACC02849,2022-12-23,13:14:20,Uttar Pradesh,Uttar Pradesh City 5,25.921057,80.495268,Bus,1,Stormy,Highway,Wet,Dark - Lit,40,61,Female,Serious,0,2,1,3
ACC02850,2023-11-19,14:59:25,Kerala,Kerala City 3,9.371931,75.56045,Truck,2,Clear,City Road,Wet,Dark - Unlit,40,63,Female,Minor,0,0,2,2
ACC02851,2023-09-04,10:50:52,Punjab,Punjab City 4,32.027053,74.610096,Bus,4,Rainy,Highway,Wet,Dark - Unlit,80,26,Female,Serious,0,3,1,4
ACC02852,2024-05-29,07:02:19,Delhi,Delhi City 2,28.903762,77.079877,Bicycle,2,Cloudy,Highway,Muddy,Dark - Unlit,40,53,Female,Minor,0,0,1,1
ACC02853,2024-07-18,23:10:47,Kerala,Kerala City 4,10.153989,75.949531,Bicycle,2,Cloudy,City Road,Under Construction,Dark - Unlit,40,65,Female,Minor,0,0,3,3
ACC02854,2023-04-21,12:58:09,Rajasthan,Rajasthan City 1,27.216416,73.397858,Truck,2,Clear,City Road,Icy,Dawn/Dusk,50,34,Female,Serious,0,1,0,1
ACC02855,2022-05-16,09:44:23,West Bengal,West Bengal City 4,21.975389,86.450431,Car,1,Clear,Rural Road,Wet,Daylight,80,43,Female,Serious,0,1,1,2
ACC02856,2024-05-02,10:55:40,Tamil Nadu,Tamil Nadu City 3,9.973972,79.666782,Bus,2,Cloudy,Rural Road,Wet,Dark - Lit,60,70,Female,Minor,0,0,2,2
ACC02857,2022-11-23,10:30:19,Andhra Pradesh,Andhra Pradesh City 4,17.307067,78.966516,Pedestrian,4,Clear,Rural Road,Icy,Dawn/Dusk,100,73,Female,Minor,0,0,1,1
ACC02858,2023-04-23,12:18:30,Karnataka,Karnataka City 5,14.255828,76.480197,Auto-Rickshaw,3,Rainy,Expressway,Wet,Dark - Unlit,100,19,Male,Minor,0,0,2,2
ACC02859,2022-11-12,10:32:43,Karnataka,Karnataka City 4,14.525467,76.470866,Bus,2,Clear,Bridge/Flyover,Wet,Dark - Unlit,30,21,Female,Minor,0,0,1,1
ACC02860,2024-08-30,02:58:41,Uttar Pradesh,Uttar Pradesh City 4,25.774077,80.761267,Pedestrian,4,Clear,Expressway,Wet,Dark - Lit,50,55,Female,Serious,0,1,1,2
ACC02861,2023-03-12,10:26:07,Rajasthan,Rajasthan City 5,26.867554,74.781521,Truck,3,Cloudy,Bridge/Flyover,Icy,Dark - Lit,100,42,Male,Serious,0,2,2,4
ACC02862,2024-04-25,03:41:13,Rajasthan,Rajasthan City 5,28.169173,73.950493,Car,4,Clear,Rural Road,Muddy,Dawn/Dusk,80,22,Male,Minor,0,0,3,3
ACC02863,2022-06-08,15:07:11,Tamil Nadu,Tamil Nadu City 3,10.320163,77.389706,Pedestrian,2,Clear,City Road,Muddy,Daylight,30,70,Female,Minor,0,0,3,3
ACC02864,2024-11-21,23:52:34,Karnataka,Karnataka City 4,14.874364,76.143737,Two-Wheeler,2,Clear,Highway,Wet,Daylight,60,35,Male,Minor,0,0,1,1
ACC02865,2024-08-28,04:45:44,Rajasthan,Rajasthan City 1,27.033734,73.127233,Bus,1,Hazy,City Road,Dry,Daylight,50,51,Female,Fatal,1,1,0,2
ACC02866,2024-09-14,20:09:59,Andhra Pradesh,Andhra Pradesh City 1,15.246552,80.827723,Auto-Rickshaw,3,Clear,City Road,Icy,Dark - Unlit,80,37,Male,Serious,0,3,1,4
ACC02867,2022-08-30,04:47:57,Tamil Nadu,Tamil Nadu City 3,12.501707,78.619851,Bus,1,Foggy,City Road,Muddy,Dark - Unlit,60,35,Female,Serious,0,3,1,4
ACC02868,2023-01-12,11:46:17,Kerala,Rajasthan City 3,10.039204,75.091956,Pedestrian,4,Clear,City Road,Icy,Dark - Lit,60,46,Female,Minor,0,0,3,3
ACC02869,2023-12-07,14:45:44,Karnataka,Karnataka City 2,14.037769,74.229503,Auto-Rickshaw,4,Rainy,Highway,Icy,Dark - Lit,100,57,Female,Minor,0,0,1,1
ACC02870,2022-01-24,07:50:10,Rajasthan,Rajasthan City 5,28.359895,73.893685,Truck,1,Clear,Bridge/Flyover,Dry,Daylight,40,27,Female,Serious,0,2,0,2
ACC02871,2024-02-24,10:38:10,Punjab,Punjab City 4,30.728729,74.257928,Two-Wheeler,4,Rainy,Bridge/Flyover,Icy,Dawn/Dusk,100,57,Male,Minor,0,0,1,1
ACC02872,2024-04-23,20:03:01,Karnataka,Karnataka City 2,13.877379,77.166558,Truck,3,Clear,City Road,Muddy,Daylight,30,73,Male,Minor,0,0,1,1
ACC02873,2024-03-08,03:54:41,Uttar Pradesh,Uttar Pradesh City 3,28.006754,81.015556,Pedestrian,3,Clear,Bridge/Flyover,Dry,Daylight,60,20,Male,Minor,0,0,2,2
ACC02874,2023-07-12,21:18:10,Maharashtra,Maharashtra City 1,20.32118,74.646269,Car,3,Rainy,City Road,Wet,Dark - Unlit,50,32,Male,Minor,0,0,2,2
ACC02875,2024-09-02,15:15:53,Haryana,Haryana City 4,30.163497,75.494632,Bicycle,4,Clear,City Road,Under Construction,Daylight,50,50,Male,Serious,0,2,1,3
ACC02876,2023-06-28,03:13:34,Telangana,Telangana City 1,17.027918,77.533922,Two-Wheeler,4,Clear,Expressway,Icy,Dark - Lit,30,55,Male,Fatal,2,1,1,4
ACC02877,2023-05-30,19:49:16,Tamil Nadu,Tamil Nadu City 1,11.534742,78.717748,Bus,1,Clear,Highway,Under Construction,Daylight,30,67,Male,Serious,0,1,1,2
ACC02878,2023-10-01,23:53:23,Andhra Pradesh,Andhra Pradesh City 2,16.238682,80.285208,Two-Wheeler,4,Rainy,City Road,Muddy,Dawn/Dusk,60,29,Male,Serious,0,2,0,2
ACC02879,2024-04-07,19:49:01,Maharashtra,Maharashtra City 1,18.55649,76.916845,Auto-Rickshaw,1,Clear,Bridge/Flyover,Dry,Dark - Lit,50,22,Male,Minor,0,0,1,1
ACC02880,2022-09-07,07:18:09,Delhi,Delhi City 5,30.023665,77.818009,Bicycle,1,Clear,Rural Road,Under Construction,Dark - Unlit,40,42,Male,Minor,0,0,1,1
ACC02881,2023-03-06,11:37:24,Karnataka,Karnataka City 1,15.608296,75.439939,Bus,2,Foggy,Highway,Icy,Daylight,60,27,Male,Minor,0,0,2,2
ACC02882,2023-02-25,19:47:23,Rajasthan,Rajasthan City 1,28.231929,75.371755,Two-Wheeler,2,Cloudy,Rural Road,Icy,Daylight,100,58,Male,Minor,0,0,3,3
ACC02883,2024-10-11,04:13:25,Karnataka,Karnataka City 2,15.72171,76.139822,Pedestrian,4,Cloudy,Highway,Muddy,Dark - Unlit,30,40,Male,Minor,0,0,1,1
ACC02884,2023-09-14,16:53:28,Kerala,Kerala City 1,10.235919,75.509089,Car,4,Cloudy,Bridge/Flyover,Muddy,Daylight,50,49,Male,Serious,0,3,0,3
ACC02885,2022-09-02,04:49:29,Haryana,Haryana City 5,29.701828,76.967773,Bus,1,Clear,Rural Road,Under Construction,Dark - Lit,60,44,Male,Serious,0,1,1,2
ACC02886,2023-03-13,15:52:45,West Bengal,West Bengal City 5,23.518314,87.947064,Truck,2,Foggy,Expressway,Icy,Dark - Unlit,60,59,Male,Minor,0,0,3,3
ACC02887,2022-05-27,08:41:45,Madhya Pradesh,Madhya Pradesh City 1,22.535707,77.621883,Two-Wheeler,4,Rainy,Expressway,Under Construction,Daylight,100,37,Female,Minor,0,0,3,3
ACC02888,2022-09-08,21:01:46,Delhi,Delhi City 2,28.86047,75.865367,Car,4,Clear,City Road,Dry,Dark - Unlit,50,41,Male,Serious,0,1,1,2
ACC02889,2022-06-05,08:38:45,Tamil Nadu,Tamil Nadu City 3,11.981882,79.502746,Car,3,Cloudy,Rural Road,Dry,Dawn/Dusk,80,26,Female,Serious,0,1,2,3
ACC02890,2023-01-15,14:08:46,Tamil Nadu,Tamil Nadu City 4,9.865406,78.504831,Auto-Rickshaw,2,Clear,Rural Road,Under Construction,Dark - Unlit,40,41,Female,Serious,0,3,2,5
ACC02891,2022-12-26,23:53:01,West Bengal,West Bengal City 3,24.019619,88.91931,Two-Wheeler,3,Clear,Highway,Wet,Dark - Unlit,50,62,Female,Fatal,3,1,0,4
ACC02892,2022-05-14,16:59:10,Punjab,Punjab City 5,32.491609,76.455977,Auto-Rickshaw,1,Cloudy,Bridge/Flyover,Under Construction,Dark - Unlit,60,30,Female,Fatal,3,2,0,5
ACC02893,2023-08-02,18:26:52,Punjab,Punjab City 5,31.997318,75.963676,Car,2,Clear,Highway,Dry,Dark - Unlit,30,54,Female,Minor,0,0,1,1
ACC02894,2024-06-05,16:26:08,Gujarat,Gujarat City 4,21.741772,71.664592,Car,1,Clear,Rural Road,Under Construction,Dark - Unlit,40,67,Male,Serious,0,2,1,3
ACC02895,2024-07-07,23:14:03,Telangana,Telangana City 1,16.834528,78.945442,Bus,4,Rainy,City Road,Icy,Dawn/Dusk,40,52,Female,Minor,0,0,1,1
ACC02896,2024-04-09,13:21:37,Maharashtra,Maharashtra City 3,20.519452,75.316743,Bus,1,Rainy,Highway,Icy,Daylight,100,62,Male,Minor,0,0,3,3
ACC02897,2022-06-19,10:42:23,Haryana,Rajasthan City 3,28.223191,76.416659,Two-Wheeler,2,Clear,City Road,Icy,Dawn/Dusk,80,46,Female,Minor,0,0,2,2
ACC02898,2023-01-04,09:29:27,Maharashtra,Rajasthan City 3,19.702493,75.614245,Bus,4,Clear,Highway,Icy,Daylight,100,46,Female,Fatal,1,0,1,2
ACC02899,2024-04-17,19:42:54,Punjab,Punjab City 1,31.03303,75.660303,Bicycle,1,Rainy,Rural Road,Dry,Dawn/Dusk,40,40,Male,Serious,0,1,2,3
ACC02900,2022-01-16,17:10:28,Rajasthan,Rajasthan City 2,25.568918,73.242192,Car,4,Cloudy,Bridge/Flyover,Dry,Daylight,50,36,Male,Minor,0,0,3,3
ACC02901,2022-10-14,08:21:03,Uttar Pradesh,Uttar Pradesh City 5,25.796948,80.237583,Car,1,Hazy,City Road,Wet,Dark - Lit,50,61,Male,Minor,0,0,3,3
ACC02902,2023-07-23,17:09:00,Gujarat,Gujarat City 2,21.80274,72.674549,Auto-Rickshaw,1,Clear,City Road,Under Construction,Dark - Unlit,30,42,Male,Minor,0,0,3,3
ACC02903,2023-07-13,03:21:33,Maharashtra,Maharashtra City 5,18.827557,76.338208,Truck,2,Clear,Expressway,Muddy,Daylight,40,21,Female,Serious,0,2,0,2
ACC02904,2022-07-28,04:12:13,Andhra Pradesh,Andhra Pradesh City 2,15.007679,80.962413,Truck,2,Hazy,Highway,Under Construction,Dark - Lit,50,18,Female,Minor,0,0,2,2
ACC02905,2022-10-26,05:59:51,Bihar,Bihar City 5,23.981358,85.32851,Auto-Rickshaw,1,Clear,City Road,Dry,Dawn/Dusk,50,42,Male,Minor,0,0,1,1
ACC02906,2024-01-07,17:49:03,Madhya Pradesh,Madhya Pradesh City 1,23.603682,79.297183,Auto-Rickshaw,1,Cloudy,Expressway,Muddy,Dark - Lit,30,65,Male,Serious,0,1,1,2
ACC02907,2022-02-05,02:39:00,Maharashtra,Maharashtra City 3,18.506193,76.08951,Two-Wheeler,1,Hazy,Bridge/Flyover,Under Construction,Dark - Unlit,40,50,Female,Serious,0,2,2,4
ACC02908,2022-06-08,22:19:41,Gujarat,Gujarat City 2,21.116709,71.463554,Pedestrian,4,Hazy,Bridge/Flyover,Dry,Dark - Unlit,50,69,Female,Serious,0,1,1,2
ACC02909,2024-04-19,16:32:04,Delhi,Delhi City 2,27.3793,75.653145,Auto-Rickshaw,2,Clear,Highway,Wet,Daylight,100,37,Male,Fatal,1,0,1,2
ACC02910,2022-02-16,14:02:11,Karnataka,Karnataka City 3,16.209789,76.135239,Bus,3,Clear,Bridge/Flyover,Dry,Dark - Lit,60,74,Male,Serious,0,3,1,4
ACC02911,2022-10-26,03:32:39,Karnataka,Karnataka City 5,16.143681,75.462024,Bicycle,4,Clear,Expressway,Under Construction,Dark - Lit,100,64,Female,Minor,0,0,2,2
ACC02912,2022-01-29,11:36:43,Haryana,Haryana City 3,28.141413,75.17976,Auto-Rickshaw,3,Foggy,Rural Road,Under Construction,Dawn/Dusk,50,42,Female,Minor,0,0,1,1
ACC02913,2022-02-12,19:49:59,Bihar,Bihar City 3,24.904968,84.694887,Car,1,Clear,Bridge/Flyover,Dry,Dawn/Dusk,80,28,Female,Serious,0,2,1,3
ACC02914,2022-04-11,10:51:04,Gujarat,Gujarat City 2,23.461216,70.611247,Auto-Rickshaw,2,Clear,Bridge/Flyover,Muddy,Dawn/Dusk,30,54,Female,Minor,0,0,2,2
ACC02915,2022-05-17,01:45:53,Rajasthan,Rajasthan City 3,26.016559,73.152754,Bus,1,Clear,Expressway,Wet,Dark - Lit,60,61,Female,Serious,0,3,0,3
ACC02916,2024-01-31,16:10:02,Andhra Pradesh,Andhra Pradesh City 1,14.635579,80.506732,Two-Wheeler,1,Foggy,Expressway,Under Construction,Dark - Lit,60,40,Female,Minor,0,0,3,3
ACC02917,2022-07-10,08:06:25,Rajasthan,Rajasthan City 5,26.520799,73.630815,Two-Wheeler,2,Cloudy,Rural Road,Muddy,Daylight,40,67,Female,Minor,0,0,2,2
ACC02918,2023-03-27,23:07:13,Maharashtra,Maharashtra City 5,19.313881,74.348099,Truck,3,Foggy,City Road,Icy,Dawn/Dusk,80,34,Male,Serious,0,2,2,4
ACC02919,2024-03-25,10:46:05,Delhi,Delhi City 3,28.92411,76.84668,Bus,3,Rainy,Expressway,Wet,Dark - Unlit,30,26,Female,Minor,0,0,1,1
ACC02920,2023-01-13,08:45:08,Telangana,Telangana City 2,16.969335,78.009967,Truck,2,Foggy,City Road,Wet,Dark - Unlit,80,36,Male,Minor,0,0,1,1
ACC02921,2022-03-07,09:58:21,Tamil Nadu,Tamil Nadu City 4,11.329199,79.500222,Bicycle,4,Clear,City Road,Under Construction,Daylight,100,47,Female,Minor,0,0,2,2
ACC02922,2023-12-02,08:58:42,Haryana,Haryana City 4,30.008377,76.715119,Auto-Rickshaw,1,Clear,Highway,Under Construction,Dark - Unlit,50,59,Female,Minor,0,0,2,2
ACC02923,2023-08-01,21:17:51,Andhra Pradesh,Andhra Pradesh City 1,16.077389,80.66368,Bus,2,Clear,City Road,Icy,Dawn/Dusk,30,67,Male,Minor,0,0,1,1
ACC02924,2023-07-23,05:59:26,Gujarat,Gujarat City 4,20.993948,71.39202,Two-Wheeler,2,Hazy,City Road,Wet,Dark - Lit,100,36,Male,Minor,0,0,1,1
ACC02925,2023-11-24,21:50:14,Delhi,Delhi City 3,29.375406,78.158416,Car,3,Clear,City Road,Dry,Dark - Unlit,100,46,Male,Minor,0,0,2,2
ACC02926,2024-12-11,14:05:08,Karnataka,Karnataka City 1,15.221369,75.386384,Truck,2,Clear,Highway,Wet,Dawn/Dusk,60,36,Male,Minor,0,0,2,2
ACC02927,2022-07-05,16:06:55,Uttar Pradesh,Uttar Pradesh City 1,27.182344,80.405689,Bus,4,Rainy,Rural Road,Wet,Dark - Lit,40,44,Male,Minor,0,0,1,1
ACC02928,2023-09-11,03:10:04,Rajasthan,Rajasthan City 4,26.993932,74.685545,Auto-Rickshaw,2,Clear,City Road,Dry,Dark - Unlit,100,27,Male,Fatal,2,2,1,5
ACC02929,2022-12-27,14:47:10,Rajasthan,Rajasthan City 5,26.321741,75.357747,Car,4,Cloudy,Expressway,Dry,Dawn/Dusk,40,31,Male,Minor,0,0,2,2
ACC02930,2023-12-28,01:12:07,Karnataka,Rajasthan City 3,14.813497,74.294552,Pedestrian,1,Clear,City Road,Icy,Dark - Lit,80,46,Male,Minor,0,0,1,1
ACC02931,2023-09-11,19:21:22,Bihar,Bihar City 3,25.140774,85.796029,Two-Wheeler,4,Clear,City Road,Wet,Daylight,60,52,Male,Serious,0,1,0,1
ACC02932,2022-04-10,03:52:05,Punjab,Punjab City 2,32.36494,76.69779,Bicycle,4,Foggy,City Road,Wet,Dark - Unlit,80,57,Male,Serious,0,3,1,4
ACC02933,2024-09-29,21:59:53,West Bengal,West Bengal City 1,24.24963,87.652251,Auto-Rickshaw,4,Clear,Highway,Dry,Daylight,100,39,Male,Serious,0,1,1,2
ACC02934,2023-01-12,21:10:53,Kerala,Kerala City 3,10.987194,75.943127,Bus,2,Hazy,Highway,Icy,Dark - Lit,40,19,Female,Minor,0,0,1,1
ACC02935,2024-02-11,10:13:21,Telangana,Telangana City 4,19.244573,79.407172,Two-Wheeler,3,Hazy,Bridge/Flyover,Under Construction,Dark - Unlit,80,39,Female,Fatal,3,0,1,4
ACC02936,2022-01-06,16:21:56,Punjab,Punjab City 5,30.126783,75.330999,Pedestrian,2,Rainy,City Road,Wet,Daylight,50,64,Female,Serious,0,1,1,2
ACC02937,2023-03-21,04:58:39,Telangana,Telangana City 2,19.604886,78.067998,Two-Wheeler,3,Clear,Expressway,Icy,Dawn/Dusk,80,49,Male,Serious,0,2,2,4
ACC02938,2023-08-07,12:04:10,Rajasthan,Rajasthan City 3,26.743013,74.744283,Bus,3,Hazy,Rural Road,Wet,Dawn/Dusk,30,42,Male,Serious,0,1,2,3
ACC02939,2023-08-29,12:50:34,Karnataka,Karnataka City 5,13.985453,74.787565,Bicycle,1,Clear,Highway,Dry,Dawn/Dusk,60,54,Female,Minor,0,0,2,2
ACC02940,2024-05-11,15:35:00,Gujarat,Rajasthan City 3,23.182535,71.134389,Truck,1,Clear,City Road,Icy,Dawn/Dusk,30,46,Male,Minor,0,0,2,2
ACC02941,2022-02-24,20:57:11,Uttar Pradesh,Uttar Pradesh City 5,27.692478,81.75674,Two-Wheeler,4,Rainy,Rural Road,Icy,Daylight,60,45,Male,Minor,0,0,3,3
ACC02942,2022-05-03,05:40:31,Uttar Pradesh,Uttar Pradesh City 2,27.067852,82.221503,Two-Wheeler,1,Cloudy,Highway,Icy,Dawn/Dusk,100,69,Female,Fatal,3,1,0,4
ACC02943,2022-02-19,14:04:03,Kerala,Kerala City 4,10.492351,77.47962,Bicycle,3,Clear,Expressway,Wet,Dark - Unlit,40,38,Male,Fatal,3,1,1,5
ACC02944,2022-11-06,07:13:27,Kerala,Kerala City 4,12.218024,75.131141,Two-Wheeler,1,Clear,Bridge/Flyover,Under Construction,Dark - Lit,30,24,Male,Fatal,2,0,1,3
ACC02945,2024-02-15,23:08:50,Madhya Pradesh,Madhya Pradesh City 3,21.576869,77.986788,Bicycle,4,Clear,Bridge/Flyover,Under Construction,Dawn/Dusk,40,45,Female,Minor,0,0,3,3
ACC02946,2022-06-21,03:01:35,Delhi,Delhi City 2,27.544069,75.813722,Auto-Rickshaw,3,Rainy,Rural Road,Wet,Daylight,30,66,Male,Minor,0,0,3,3
ACC02947,2023-05-17,16:30:48,Haryana,Haryana City 3,29.905983,75.089699,Pedestrian,3,Clear,City Road,Muddy,Dark - Lit,40,18,Male,Minor,0,0,1,1
ACC02948,2023-03-01,05:12:49,Delhi,Rajasthan City 3,28.916413,75.989678,Truck,4,Clear,Bridge/Flyover,Icy,Dawn/Dusk,60,46,Male,Fatal,2,1,0,3
ACC02949,2022-09-17,17:25:50,Bihar,Bihar City 5,26.237096,85.743291,Bicycle,1,Clear,Rural Road,Dry,Dawn/Dusk,100,28,Male,Serious,0,3,1,4
ACC02950,2024-10-14,15:01:37,Gujarat,Gujarat City 5,21.680022,70.911032,Two-Wheeler,1,Hazy,Rural Road,Wet,Dark - Lit,30,18,Male,Serious,0,3,2,5
ACC02951,2022-07-21,10:00:17,Kerala,Kerala City 1,10.944402,74.973025,Pedestrian,4,Rainy,Expressway,Under Construction,Dark - Lit,100,26,Female,Minor,0,0,1,1
ACC02952,2024-03-15,10:39:42,Uttar Pradesh,Uttar Pradesh City 4,25.579809,82.333704,Bus,1,Clear,City Road,Under Construction,Daylight,40,53,Female,Serious,0,3,0,3
ACC02953,2023-01-10,10:10:54,Gujarat,Gujarat City 3,22.235322,71.095908,Car,3,Cloudy,City Road,Icy,Dark - Unlit,100,43,Female,Minor,0,0,1,1
